destination_actual_icao,braking_coefficient
VOMM,0.014452767
VIDP,0.025775285
VOBL,-0.065380004
VOCL,0.028658436
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
VIDP,0.053376687
VABB,0.00114053
VIDP,0.068036243
VIDP,0.08246189
VIDP,-0.048619687
VIDP,-0.004539619
VABB,0.015452261
VIAR,0.01068571
VECC,0.03827908
VECC,0.002742051
VOCI,0.092006629
VILH,0.043300239
VOBL,0.025563557
VIJU,-0.042570435
VECC,0.003143929
VOGO,
VIDP,0.029014504
VIDP,0.03577639
VOGO,0.094523425
VOHS,0.031081417
OMDB,
VIDP,0.054281708
VISR,0.039466623
VIJR,
VIDP,0.101395693
VABB,0.009677089
VIDP,0.020862846
VEPT,0.03139805
,
VABB,0.03431637
VEGT,0.011351708
OMDB,
VABB,0.040651574
VOMM,0.007451158
VIDP,0.041587877
VOMM,0.011842236
VOMM,0.038728815
VEBD,-0.053152491
VEGT,0.053067648
VAAH,0.090548488
VEPT,
VOBM,0.034327415
VIDP,
VILH,
VABB,0.05641295
VABB,-0.011543335
VOBL,0.026398128
VEGT,0.027699059
VIJR,0.023774005
VISR,0.035028442
VIDP,0.010469566
VOMM,0.006478598
VOMM,0.040321123
VIDP,0.123539624
VOPB,0.027403146
VISR,-4.17E-05
VAAH,0.087528976
VEBD,0.013784679
VAPO,
VISR,0.061338103
VABB,0.074657818
VECC,0.007723741
VEGT,0.01801246
VIDP,0.01280911
VIDP,0.047148191
VIDP,0.061470078
VABB,0.046016891
VABB,0.04809323
VIDP,0.054032797
VOGO,0.068647715
VEKU,0.073260945
VIJR,0.027951212
VIDP,-0.015168124
VIDP,0.024325974
VIJP,0.132818474
VAPO,0.066269692
VIDP,0.006676726
VIDP,0.032583964
VOPB,-0.002656635
VOMM,0.083146318
VISR,-0.05025741
VABB,0.042342326
VIDP,0.008595529
VEPT,-0.065152056
VOML,0.064023924
VOCL,-0.009029164
VOBL,
VEGT,0.065487785
OMDB,
VECC,0.000952736
VIBN,
VIDP,-0.021113298
VOGO,0.012787911
VECC,-0.02484321
VIDP,0.037444923
OEDF,0.073887643
VIDP,0.105258827
VISR,0.044307069
VOMD,-0.002502072
OMDB,
VIDP,0.056212537
VABB,0.048912192
VIDP,0.034476258
VOBL,-0.042695222
VOMM,0.022899879
VIJP,0.021207767
VECC,0.088667736
VECC,0.056519277
VOGO,0.098093177
VOBL,
VIDP,0.060806853
VOCI,0.008954574
VOGO,0.052888849
VIDP,0.028156247
VIDP,
VIAR,0.046417036
VECC,
VEBD,-0.029333642
VOBL,0.086918718
VIDP,0.068745974
VOBL,0.009029876
VEDG,0.080487683
VIDP,0.026073223
VABB,0.043878884
VIDP,0.051295011
VOGO,0.077401918
VABB,0.097489035
VABB,0.098828706
VGHS,0.093489648
VIDP,0.007202637
VECC,0.064702139
VIDP,0.017834418
VIJU,-0.046412744
VIDP,0.045055769
VCBI,0.004881535
VOBL,-0.025199381
VIJP,0.044422104
VOMM,-0.008113394
,
VIJU,0.060290017
VOMM,0.074647349
VOMM,
VIJU,0.014679345
VOMM,0.011522514
VEBD,-0.039604346
VEBD,0.03226496
VECC,-0.039428077
OMSJ,0.067676448
VECC,0.023673764
OEJN,0.032505849
VEGT,0.133601763
VISR,0.059345239
VOGO,0.028143355
VIDP,0.042978368
VILH,
OMDB,-0.011886142
VECX,0.037041523
VOBL,0.022438658
VIDP,0.012093848
VERC,0.051294388
VOML,0.050454223
OERK,
OMRK,0.047259439
VOCL,
VIDP,0.034348192
VAAH,0.039436611
VIJP,0.081203461
VECC,0.01448311
VIDP,-0.005750864
VIDP,0.036171888
VABB,0.020999648
VABB,0.036475958
VEPT,0.032187805
VECC,
VABB,-0.002666671
VEGK,0.014613849
VEDG,1.278050752
VABB,0.074362222
VABB,0.054628876
VOBL,0.056838226
VISR,0.028258048
VIJU,-0.044452509
VOCI,0.029595728
OMDB,0.054584737
VABB,
VIDP,0.058132595
VABB,0.007685047
,
VABB,0.084757204
VOBL,0.006463903
VOMM,0.113097159
VOGO,
VABB,0.044699814
VISR,-0.000687273
VEGT,0.065989704
VIJP,0.045000734
VOGO,
OMDB,0.076991286
VIDP,0.061932889
VIDP,0.015404095
VABB,0.064561334
VIDP,0.06894471
VOCI,-0.062853302
,
VIDP,0.020512733
VOBL,0.022557147
VIBN,
VEPT,0.043350846
VABB,-0.052522711
VIDP,0.039298316
VECC,0.065113232
VABB,0.060146934
OEJN,0.012424469
VECC,-0.024072255
VABB,0.00571412
VEPT,0.047576705
VAAH,-0.025981148
VOBL,0.052068583
VIJR,0.031817652
VECC,-0.009079035
VAPO,0.007723795
VECC,0.040552832
VECC,
VABB,0.005531731
VEGT,-0.010655929
VIDP,-0.009084383
VOGO,0.034916619
VIDP,
VAPO,0.050579602
VABB,0.014691285
VIDP,0.088111574
VOBL,0.092616738
VABB,-0.010303716
VECC,0.045430651
VOGO,0.024503756
VILK,0.058402529
VIDP,0.004007988
VECC,0.018139327
VIDP,0.096116549
VIDP,0.054366621
VIJP,0.018524782
VOGO,0.053605345
VISR,0.031923045
OMDB,-0.048249996
VECX,-0.002054558
VECC,0.081103293
VABB,0.044646688
,
VABB,-0.088409883
VOBL,0.038258776
VOCL,0.009391764
VOHS,0.031643408
VIDP,0.045569457
VOBL,0.076029514
VABB,0.03574119
VIDP,0.046999509
VOMM,0.062854786
VOGO,0.023731161
VIDP,0.032762315
VOGO,0.063685688
VIDP,0.001004442
VECC,0.014195253
VIDP,0.004344066
VIDP,0.037877431
VOHS,0.006875242
VEGT,0.0342665
VIDP,0.053708564
VOGO,-0.029091749
VOBL,0.018091278
VIDP,0.063786805
VEPT,-0.038130126
VABB,0.062003856
VECC,0.066458609
VOHS,
VEGT,0.047749758
VECC,0.021427747
VIDP,0.032610685
VAUD,0.065941405
OMDB,0.013562219
VOPB,0.097869203
VABB,0.047900465
OMRK,0.101364665
VIDP,0.061250648
VOCL,-0.003333903
VIDP,0.054022932
VIDP,0.020495245
VABB,-0.032485319
VABB,0.040487348
VOBL,0.067636547
VAUD,0.005973476
VEGK,-0.008759322
VOML,0.067479803
VIDP,-0.007190959
OMDB,0.006771109
VIDP,0.114052827
OMDB,
OMDB,-0.02108342
VIDP,0.036102056
VVNB,0.058695696
VECC,0.035099902
VOGO,-0.013514028
OMDB,
VOBL,0.03371603
VIDP,0.026571141
VIDP,0.060809064
VIDP,-0.021877852
VECC,0.053175021
VABB,0.107337068
VOBL,0.011110279
VEGT,0.027171899
VIJU,0.044718441
VIJP,
VECC,0.018988822
VABB,0.05607625
,
VEBD,0.027546627
VABB,0.057165848
VIDP,0.04561668
VECC,0.028905912
VABB,0.056047023
VABB,0.060142672
VEPT,0.042478725
VCBI,0.038184259
VILH,
VIJU,-0.035344392
VABB,0.047805383
VABB,0.012880613
VOCI,0.022407728
VIJP,-0.005681988
VAAH,0.025517702
VABB,0.035961619
VIJU,-0.062201486
VIDP,0.062973975
VASU,0.048837576
VOML,-0.028747491
VIDP,0.087064832
VOTP,-0.061491903
VABB,0.1172639
,
VIDP,-0.04940439
VOMM,0.005928114
VAAH,-0.019401799
VISR,0.047855868
VOBL,0.033170397
OEDF,-0.047703362
VIDP,0.015353409
VOCL,0.085525486
VABB,0.114051704
VILK,0.00943078
VIJU,
OMDB,0.062783891
VOCI,-0.017459052
VABB,0.003912042
VIDP,0.012635744
VOGO,-0.04465187
VABB,-0.0014834
VISR,-0.001524346
VOGO,-0.021794589
VILK,0.052956818
VECC,-0.020528906
VIDP,0.0657394
VARK,0.034318616
VIJU,0.019493493
VOPB,0.034338266
VIDP,-0.024766521
VEPT,-0.044758567
VABB,-0.000611367
VAAH,0.010001003
VOMD,0.001470686
VECC,0.053419324
VIDP,0.016931928
VIJP,-0.017312608
VISR,-0.013219027
VIDP,0.008189234
VECC,0.128777986
VIDP,-0.003905388
VABB,-0.017246668
VABB,0.002012141
VABB,-0.015041318
VIDP,0.040744561
VECC,0.065106424
LYBE,0.039185996
VAUD,0.078519829
VIAR,-0.001881419
VIDP,0.025916892
VECC,0.107037965
VOBL,0.023986325
VIDP,0.000599542
VIDP,0.00439906
VABB,0.047015385
VABB,-0.010921287
VEBD,-0.003139641
VIDP,-0.007020284
VOMM,0.016203142
VAPO,-0.006059022
VIDP,0.023344987
VIDP,0.003011456
VEPT,0.0288531
VISR,0.052566101
VAAH,0.073446432
VIDP,0.063745566
VIDP,0.030841078
VAPO,0.102570871
VIDP,0.005762085
VECC,0.050481231
VOCL,
VABB,0.010399352
OMDB,0.08575719
VEGK,0.098963958
VABB,0.054522245
VAAH,0.042215592
VAPO,-0.022756437
VEDG,
,
VOGO,
VIDP,0.042376748
VEGT,0.064848056
VIDP,0.090522855
VABB,-0.002735212
VABB,0.00803575
VAPO,0.011126379
VRMM,0.100963444
VIJP,
VIDP,0.040131773
VEPT,-0.008513235
VABB,0.034139507
VIDP,0.055186785
VABB,0.019644688
VIAR,0.097794686
VOGO,-0.014989038
VIDP,0.064675369
VOBL,
VAAH,0.001410982
VOBL,0.024230166
VECC,0.034821106
VEGT,0.02782654
VABB,-0.006623409
VEBD,0.05059196
VAAH,0.120973365
VOMM,0.038361986
VOBL,0.008569977
VOCL,0.03581057
VIDP,0.002946424
VOHS,0.004997411
VIDP,0.017639256
VOMM,0.008783725
VIDP,-0.04302045
VIDP,0.068116379
VIJU,0.056878958
VIBN,
VIDP,-0.027087862
VIDP,0.068318945
VOBL,0.003609058
VECC,0.038434583
VOBL,0.007183573
VIDP,0.053183477
VABB,0.013736343
VABB,0.088657902
VIJP,0.06942974
VIDP,0.033601546
VIDP,0.024557799
VABB,
VAPO,0.03841123
VIDP,0.067474672
UTDD,0.142316251
VOBL,0.046611255
VIDP,
VOCL,-0.055817739
,
VECC,0.009035781
VIDP,0.047919447
OEJN,0.009809209
VOMD,0.01313099
VIDP,
VAAH,0.038531621
VAAH,-0.047091179
VECC,
VIJP,0.053353866
VIJU,-0.030042555
VABB,0.005142053
VOHS,0.149811142
VERC,0.128762815
VIJR,0.052019843
VECC,0.024961177
VEPT,
VILH,0.059725134
WSSS,0.020020421
VOGO,0.017331321
VIDP,0.044352498
,
VOHS,0.017451113
VABB,0.072830397
VEBD,0.067690476
VIDP,0.030121625
VIAR,0.068909768
VECC,0.065169628
VIDP,-0.004477162
VECC,0.074223531
VABB,0.002968952
VIDP,0.017351492
,
VABB,-0.00085976
VABB,-0.011727169
VECC,0.026861164
VECC,-0.007125856
VAPO,0.047892361
VEPT,0.005289386
VOCL,0.001747832
VABB,
VABB,-0.049915565
VABB,0.000963477
VOMM,-0.019220441
VOHS,0.06620781
VIDP,0.004911956
VOTV,-0.01352987
VABB,-0.012826231
VOGO,0.007833166
VAAH,
VEGT,0.067775051
OMDB,-0.008387391
VEGT,0.01905999
VGHS,0.029455044
VABB,0.030888383
VIDP,0.015170309
VOBL,0.004213186
VEBD,0.054044522
VEGK,0.037452403
VOML,0.009533156
VEPT,0.041874587
VOGO,0.034558685
UGKO,0.057538636
VIDP,
VOMM,0.023583945
VOBL,0.011655381
VABB,0.054894322
VOMM,-0.004780608
VIDP,-0.024885417
VECC,-0.024835196
VOPB,0.020410366
VIJR,
VIJP,0.040440974
VECC,0.075096618
VEGK,-0.010809712
VVNB,
VIDP,0.023200435
VAPO,0.033857099
VIDP,
VECC,0.05334243
VEGT,0.030079919
VILK,0.091975653
VAPO,-0.050166136
VIDP,0.01948882
VAPO,0.04435052
VIDP,0.019716907
VIDP,0.084979759
VECC,0.047528838
VIDP,0.011171237
VISR,0.065473169
VOMM,0.050269345
,
VOBL,0.033310211
VIDP,0.008632337
VOBL,
VEGT,0.018618022
OEDF,
VOBL,0.020358125
VABB,
VISR,-0.00766379
VIDP,0.027629916
VIDP,-0.008687811
VECC,0.00394212
VECX,0.058888628
VABB,-0.004848264
VIDP,0.087356675
VIDP,0.006323678
VOCL,-0.023926391
VOMM,0.001917506
VECC,0.015674711
VIDP,-0.030609924
VECC,0.101013571
VOBL,0.086359542
VISR,
VIDP,0.039821481
VECC,
VABB,-0.002519467
VOGO,0.088904442
,
VEBD,0.044028304
VOML,-0.005662221
VIDP,0.029794016
VABB,0.030580469
VOMM,-0.018953845
VAAH,-0.023615713
VECX,0.01974835
VOMM,0.025870998
VABB,0.016007243
VABB,0.063703565
OMDB,
VABB,0.078709328
VIBN,
VECC,0.051586424
VECC,
VIDP,
VAAH,0.004862331
VABB,-0.005257109
VEPT,-0.023394138
VAPO,-0.008043861
VIDP,-0.046654286
VISR,
VOBL,-0.025516402
VECC,0.006894274
VABB,-0.015917354
VABB,-0.04465335
VEKU,0.002593626
VOMM,-0.015442965
VECC,0.072374394
VOVZ,0.085166249
VABB,0.044688903
VOGO,0.074279492
VECC,0.039770823
VEGK,0.00903335
VABB,-0.04932087
VASU,-0.017753213
VEPT,0.098770477
VOBL,0.017385195
VISR,0.017283542
VOMM,-0.041700656
VEPT,-0.01958129
VABB,0.017931388
VIDP,0.029164644
VIDP,-0.033551591
VECC,0.048158609
VIDP,0.050881921
VIDP,0.059236224
VOGO,0.064832359
VOBL,-0.008299018
VEPT,0.030179003
VILK,0.009312027
VEPT,0.039924775
VEPT,0.006341074
VECC,
VISR,
VEPT,0.006103294
VIDP,0.004809094
VIDP,0.002537399
VIJU,-0.054994075
VECC,0.037153248
VABB,-0.066328215
VIDP,-0.024025469
VEGT,-0.03681949
VOGO,0.002133779
VEPT,-0.023441857
VOMM,0.057203156
OMDW,0.009491889
VGHS,0.080712809
VIDP,0.055762196
VIDP,0.009650609
VECC,0.101145455
VIDP,0.015351086
OMDB,-0.035084167
VARK,0.069460309
VEPT,0.049096727
VOHS,0.071800242
VAAH,0.058492011
VIDP,0.011958037
VAPO,0.026370315
VABB,0.037309134
VEBD,0.044611452
VEBD,-0.010845221
VABB,0.070998462
VABB,0.044424749
VOGO,0.073417667
VEKU,0.062022436
VIDP,0.060617002
VOBL,0.009419576
VTBS,
VOMM,0.018110634
VECC,0.072195266
VABB,-0.01430877
VOBL,
VECC,0.013730944
VIDP,-0.010670361
VOBL,0.06104361
VECC,0.044548492
VABB,0.048994088
OMRK,-0.00423668
VEBD,0.119013279
VYYY,-0.029424251
VERC,0.024772134
VIDP,0.020863103
VHHH,0.045143439
VIDP,0.014551991
VEPT,-0.009427429
VIDP,0.038223176
VABB,0.034940448
VEPT,0.033772918
VIJU,0.008326944
VIDP,0.003775985
VIDP,0.014215781
VABB,0.032180997
VABB,0.030417624
VIDP,0.019562471
,
OEJN,0.019504343
VAAH,0.054158505
VABB,0.01233874
VABB,0.032253657
VIDP,0.05487485
VOBL,0.006115084
VIDP,0.039873112
VIJP,0.023649914
OMDB,
VABB,
VIDP,0.063311592
VAAH,0.013226466
VCBI,-0.003716099
VIDP,0.03499517
OMRK,0.014906917
VOTV,0.067608868
VEGT,0.035236864
VOHS,0.048692633
VIDP,0.006979441
VECC,0.019347577
VOMM,0.070511872
VOGO,0.017079328
VIDP,
VOBL,-0.024721763
VIJO,0.032750272
VEDG,0.057883403
VEGK,0.033466603
VIDP,0.00459518
VAPO,
OEJN,-0.016075878
VIDP,0.019700324
VOBL,0.018155197
VABB,-0.017637272
VABB,-0.026321786
VIDP,0.032609681
VOMM,0.000146569
VOML,0.055128168
VABB,0.034823202
VEPT,-0.02377675
VOGO,0.100575886
VABB,-0.027670726
VGHS,0.083925844
VIDP,
VEDG,-0.008379936
VOBL,-0.010002291
VOGO,0.08894253
OMDB,0.071248023
VIDP,0.067771058
VABB,
VOTV,-0.019830984
VIDP,-0.063184619
VECC,0.015246615
VABB,
VIDP,0.021022666
VAPO,0.050573298
VIDP,0.017702298
OMDB,0.020184136
VECC,0.027565349
VECC,0.022984038
VEGT,0.045782792
VOBL,0.000771602
VGHS,0.030443746
VOBL,-0.009138928
VOMM,0.007969139
VOHS,0.053547565
VARK,0.032562613
VAAH,-0.020491469
VOTV,0.020543393
VEPT,0.045306815
VIDP,0.024948696
VIDP,
VIDP,0.041735929
VISR,0.033107074
VILK,0.035065912
VIDP,0.034573931
VIDP,0.075278858
VECC,-0.029493506
VABB,0.064735014
VEBD,0.065799333
VASU,-0.055697672
VIDP,0.063470018
VABB,0.012597135
VOGO,
OMRK,0.094563944
VECC,0.009241009
VGHS,0.079013599
VIDP,0.037177332
VIDP,-0.01089155
VABB,0.084134932
VILK,-0.030163282
VIAR,
,
VOMM,0.021964609
VIDP,0.085140557
,
VVTS,
VABB,0.028743482
WSSS,0.073131193
VILH,0.053550983
VIDP,0.076328284
VECC,0.02701069
VCBI,-0.016220667
VIDP,0.088334805
VEBD,0.054998376
VEBD,0.014595581
VOMM,0.050083256
VOMM,0.045591842
VOBL,0.040674303
VIDP,0.037576265
VIDP,0.014021177
VILK,0.005569277
VEPT,0.018325132
VABB,-0.048646943
VABB,
OMDB,-0.036401894
VOBL,0.056572958
VISR,0.034438395
VIDP,0.008124297
VABB,0.067348744
VECC,0.027310208
VIJU,0.032879204
OMRK,-0.022178768
VOMM,-0.011946591
VISR,0.135056021
VIDP,0.076691005
VOGO,0.0857387
VEPT,-0.032821009
OMDB,0.013886964
VABB,0.067048954
VECC,-0.015396786
VEGK,0.056722403
VILH,0.079244731
VOGO,0.042422397
VABB,0.052465454
VOMM,0.07277137
VEPT,-0.009237442
VECC,0.040848233
VAAH,0.109966386
VIDP,0.048371737
OMDB,0.026968385
VIJP,0.020066436
OEJN,
VABB,-0.013893243
VEBD,-0.046000576
OMDB,0.058218093
VABB,0.029509068
WMKK,
VEGT,0.02954096
VIDP,0.055217741
VAAH,0.043700904
VABB,0.089195727
VARK,0.086772916
VOBL,-0.004841424
VIDP,-0.006345013
VABB,0.086007547
VIDP,-0.001536196
VRMM,0.039765747
VIDP,0.093711676
VIDP,0.053173366
VABB,0.025949207
VAAH,0.047730614
VOBL,0.060304795
VOBL,0.03920764
VEGT,0.020135221
VIDP,0.081648127
VOMM,0.049282436
VOMM,0.004952317
VOMM,0.048506842
VOHS,
VIDP,0.012614512
VOCL,0.028336944
VIDP,0.047498699
,
VIDP,-0.040663453
VEGT,0.010698609
VIDP,-0.036021778
VIDP,0.064376347
VIDP,-0.022558949
VABB,
VIDP,-0.005800809
VABB,0.06401694
VECC,0.008590036
VEGT,0.034723254
VIJP,
VOML,0.00926206
VECC,-0.02671631
VABB,0.01741174
VOMD,0.0284255
VOMM,0.056952473
VIAR,
VTBS,
VEGT,0.033191701
OMRK,0.00196618
VIDP,0.061408037
VOHS,-0.048917846
VECC,0.057531417
VOMM,0.029867936
VAAH,0.024810501
VOMD,0.089564615
VEPT,0.057876335
VABB,0.041343698
VOHS,0.036724608
VOMM,0.031430302
VIAR,0.03219025
VECC,-0.027927773
OMDB,-0.013024257
VOMM,0.00624532
VEPT,0.009333829
VIDP,0.113583339
VIDP,0.018872877
VABB,0.003383449
VIDP,0.023495211
VOGO,
VIDP,0.051609405
,
VOMM,0.045688969
VAPO,0.027040885
VEBD,-0.022184207
VABB,0.071011392
VOBL,
VOGO,0.009398295
VECC,0.061351741
,
VIDP,0.080823
OMDB,-0.000476083
VILH,
VABB,0.008454486
VOHS,
VABB,-0.017771516
VECX,0.117159394
VEGT,0.066674435
VECC,0.031820574
VEBD,
VOHS,-0.034507755
VISR,-0.029796482
VIDP,0.024173421
VOBL,0.097511027
VOMM,-0.009198154
VIDP,0.004540889
VEBD,0.033985504
,
VOPB,0.061517667
VVNB,0.086037436
VEBD,0.043577426
VOHS,
VABB,0.022525096
VOMM,5.89E-05
VOGO,
VOGO,0.014068607
VIJP,0.053943662
VOMM,0.087628052
VIDP,0.060062437
VAUD,
VOBL,0.048266316
VECC,0.042614607
VIJP,0.00561457
VOBL,0.004112748
OMDW,0.063169274
VAAH,0.010383599
VABB,0.100792814
VABB,-0.008389683
VAPO,0.001307799
VIDP,-0.000134494
OERK,
VIJU,0.009031778
VABB,0.060508726
VIDP,-0.007521164
VOHS,0.016816237
VOBL,
VIDP,0.019041176
VARK,-0.035556416
VIDP,0.060064268
VEGT,0.003923946
VIDP,-0.01277066
VECC,0.02505353
VOBL,-0.007807984
VIJO,-0.000225593
VAPO,0.058290098
VIDP,0.066297885
VAAH,0.063594967
VOMM,0.024286013
VABB,0.060678966
VOMM,
VABB,0.012017428
VEBD,0.038359062
VARK,0.009776158
VABB,0.064669416
VISR,0.024432158
VISR,0.05251431
VOGO,0.060815904
VIDP,0.042823221
OMRK,0.010637637
OKBK,0.018441616
VIDP,0.072996888
OERK,
VECC,0.090649485
VAPO,0.109734744
VOCI,0.007520243
VABB,0.091475279
VABB,0.037569537
VIDP,0.030854225
VECC,0.041082957
VEBD,
VIDP,0.011522986
VEGT,0.021501559
VAAH,-0.016602889
VEGT,-0.049370419
VIDP,0.047537774
VIDP,0.062292504
VABB,0.018688994
VIDP,0.019192054
VIDP,
VABB,
VABB,0.03295575
VISR,0.042949038
VIDP,-0.170260532
VIDP,0.007317148
VEPT,-0.00723943
VECC,-0.00172976
VEGT,-0.008578444
VIDP,-0.019714859
VIDP,0.030127192
VOMM,0.028187064
VILH,
VOCL,0.056425273
VOBL,0.013804025
VECC,0.002928174
VOHS,0.018599097
VIDP,0.080860948
VOMM,0.001774083
VECC,0.051159433
VABB,-0.018223727
VECC,0.063265458
VIDP,0.023276825
VEGT,0.024662619
VIDP,0.031604322
VECC,0.009922607
VIDP,0.015964042
VABB,0.002536029
VAPO,-0.035446966
VOBL,0.046444849
VIDP,0.034001963
VAPO,0.019531767
VOBL,0.054988055
VEBN,0.006345807
VEGT,0.015934679
VOGO,-0.047388528
VECC,0.077610764
VECC,-0.004292113
VIDP,-0.002344534
VABB,0.007896181
VIJP,0.007000065
VEGT,0.110796317
VIDP,0.02449192
VOHS,-0.033876793
VAAH,-0.005895451
VOGO,0.001341701
VIDP,-0.018476538
VAPO,-0.030218973
VEPT,0.076185315
VOMM,0.025524718
VABB,0.068780781
VOBZ,0.055460159
VAAH,0.025768789
VIDP,-0.049794089
VEPT,-0.04742845
VIJU,0.011196416
VISR,0.011537972
VISR,0.087758144
VECC,0.022789587
VILK,0.019573673
VIDP,0.026960466
VOMM,0.023874698
VOMM,-0.049206133
VABB,0.005835464
VIDP,0.045683123
VIDP,0.03474643
VAAH,
VAAH,0.036261919
OEDF,
VAUD,0.004176907
VEPT,-0.067420985
VABB,0.062986198
VABB,0.062134901
VOBL,-0.005348235
VIJP,0.000905421
VASU,-0.004230996
VEPT,0.029252582
VVNB,0.054518978
VOCL,0.048735741
,
VECC,-0.017878739
VOBL,-0.007749516
VEDG,0.009454745
VIDP,0.004460249
VOHS,0.021832936
VAPO,0.005791789
VOMM,-0.003640646
VECC,0.086054882
VIJU,
VOMM,-0.050338453
VEBD,0.044044395
VIJU,0.002563562
VOMM,0.023404012
VOBL,0.013340383
VOMM,-0.02676228
VABB,0.02010477
VECC,0.016538212
VOCL,0.01462488
VEPT,0.001070773
VIJU,0.009252995
VIDP,0.054825426
VAAH,-0.01140153
VEGT,-0.071507307
VABB,
VIDP,0.007466677
VIJO,
OMDB,0.085041025
VIDP,0.046023601
VOMM,0.103732093
OMRK,0.01469202
VIJU,-0.014726691
VOVZ,-0.042964675
VIDP,0.056428281
VIDP,-0.012070657
VECC,0.021216943
VAPO,-0.027356438
VOGO,-0.014292017
ZHHH,0.040366474
VABB,0.016580322
OEJN,
VIDP,
VEGT,0.053495273
VIJP,0.007700248
VIDP,0.043710512
VEPT,0.12604427
VIDP,
OMDB,
VIDP,0.077497799
VILH,0.052773406
VOMM,0.057865911
VIDP,0.060811652
VECC,0.058939951
VOMM,0.099258492
VIDP,0.062955317
VISR,0.066932863
VOCI,0.018217526
VIDP,0.032823763
WSSS,0.05367146
VEPT,0.031978658
UDYZ,-0.019890874
VABB,0.025949207
VIDP,0.016650817
WSSS,0.133938248
VOMM,0.057989785
VECC,0.041924194
VOBL,-0.022279989
VEBD,0.062719932
VIDP,-0.01013276
VIDP,0.046120398
VABB,0.043289355
VILH,
VABB,0.048912192
VIJP,
VIDP,0.018491954
VIAR,0.015661025
VOMM,0.037289724
VOBL,0.033001073
VILK,0.038479853
UGKO,0.094120833
VOHS,0.026629395
VOMM,0.066236446
VOHS,0.011180356
VIJU,-0.006234336
VOCB,0.06429005
,
VOPB,0.046158577
VIDP,0.03989403
OMSJ,0.040323913
VOBL,0.041308389
VEBD,0.024389921
VIDP,0.029691186
VECC,0.121657287
VEPT,0.082618375
VAPO,0.015672564
VIAR,-0.004606617
VIDP,0.023477608
VAAH,0.028439878
VIDP,0.065681559
VAAH,-0.006512263
VECC,0.01292534
VEGT,0.054249722
VIDP,-0.014339681
VABB,0.060371716
VIDP,0.003198855
VIDP,0.080363376
VIJR,
VOBL,0.044610028
VOMM,0.120944647
,
,
VIDP,0.038665865
VEBD,0.004885814
VAPO,0.020915563
VEPT,-0.05240488
VOCL,0.058744272
OMDB,-0.010684365
VEGT,0.014223598
OMRK,0.032342624
VEGT,-0.025588853
VOMM,0.063024435
VAAH,0.020483799
OEJN,-0.025675506
VIDP,0.070169198
VIDP,0.043984033
VECC,0.032837825
,
VABB,0.026057801
VAAH,0.085391278
VIDP,0.030794226
VAPO,0.023243064
VOHS,
VABB,-0.012150576
VEBD,-0.041647324
OMDB,
VECC,0.080705633
VIDP,0.026591451
OMRK,-0.019036857
VEDG,0.040166786
VEGT,
VOBL,
VAPO,0.033192836
VEPT,-0.002571082
VEPT,-0.003064381
VIDP,0.070227386
VAPO,0.053437146
VIDP,0.017323497
VOGO,0.027012846
VOGO,0.0227326
VABB,0.106860419
VECC,0.083254264
VIAR,0.052632736
VABB,-0.000403987
VOBM,0.027442944
VOPB,0.058392776
VISR,0.054355594
VAPO,0.06615773
VIJU,-0.022056391
VILH,0.042815779
VEGT,-0.010273305
VIDP,0.023899086
VECC,0.079262993
VOMM,
VIDP,0.031553998
VIDP,0.028577586
VIDP,-0.026372098
VIDP,0.043325455
VOGO,0.075165558
VIDP,0.067188197
VOCI,-0.054826928
VOBL,0.042597212
OMDB,-0.053614297
VOCI,0.02492619
VISR,-0.021110505
VIDP,0.056917281
VIDP,0.089057788
VOGO,0.023841775
VOBL,0.059106558
VEBD,0.030730658
VOGO,0.044139815
VIJP,0.005156516
VIDP,0.101866823
VIDP,-0.017870557
VISR,-0.021792309
UTTT,
VIDP,0.080364082
VABB,0.025816305
VEGT,0.051439111
VAPO,-0.016818989
UDYZ,0.010213068
VARK,0.033494431
VEPT,0.022187569
VILH,0.041836083
VIJU,-0.015567832
VIDP,0.037971842
VOMM,-0.002000105
VEGT,0.025501254
OMDB,
VABB,0.058691185
VOBL,0.025878396
VIDP,0.022434493
VOGO,0.066247944
VVNB,0.050825133
OEJN,-0.02975234
,
VASU,0.084854307
VEKU,0.019459059
VILK,0.031991853
VIJP,0.074741411
VISR,0.026153676
VOMM,0.026278333
VOBL,0.030934864
VOHS,0.019311408
VIBN,
OMSJ,0.005163428
VOBL,-0.002117366
VOMM,0.03254104
VIDP,0.00260254
VILH,0.044059992
VABB,0.024177118
VERC,0.007563287
VOMD,0.052102158
VIBN,
VAOZ,0.048564465
VIDP,0.071697331
VGHS,
VIDP,0.062345173
VAPO,0.033712675
VIDP,0.105435032
VEPT,-0.002309422
VOGO,0.024442377
VAPO,0.033883037
VECC,0.03432732
VIDP,0.042084432
VOBL,
VECC,0.034819255
VIDP,0.041329844
VABB,-0.025068673
VAAH,0.03378612
VAAH,-0.040435306
VABB,0.028874814
VOBL,
VIBN,
VISR,0.054519965
VECC,0.059098759
VOBL,0.055261684
VABB,0.001012042
VIJP,0.075845348
VAUD,0.015006765
VIDP,0.077227637
VIDP,0.02019713
VABB,0.057935832
VIDP,0.031742152
VIDP,-0.035995429
VECC,0.015231326
VAPO,0.097136016
